product_id,category_id,seller_id,price,weight_grams,length_cm,photos_qty
prd_0006433,cat_002,sel_001058,29.77,588,115,3
prd_0006434,cat_034,sel_001271,91.48,720,110,2
prd_0006435,cat_002,sel_001558,15.63,457,96,6
prd_0006436,cat_037,sel_001631,66.76,611,109,5
prd_0006437,cat_002,sel_002066,22.82,523,89,5
prd_0006438,cat_005,sel_000690,8.96,632,59,7
prd_0006439,cat_007,sel_000301,20.93,262,31,6
prd_0006440,cat_008,sel_000492,41.89,343,79,1
prd_0006441,cat_014,sel_002331,71.91,1086,54,3
prd_0006442,cat_024,sel_001400,141.2,1204,116,7
prd_0006443,cat_037,sel_000567,115.72,252,27,4
prd_0006444,cat_019,sel_001991,82.65,451,66,3
prd_0006445,cat_019,sel_001510,62.49,412,93,3
prd_0006446,cat_011,sel_000933,13.01,681,68,5
prd_0006447,cat_033,sel_000049,17.2,575,91,5
prd_0006448,cat_004,sel_001983,482.01,21076,12,4
prd_0006449,cat_011,sel_001794,23.09,305,23,2
prd_0006450,cat_004,sel_000666,477.5,17868,14,1
prd_0006451,cat_008,sel_000671,36.87,507,91,3
prd_0006452,cat_023,sel_000688,48.73,415,84,3
prd_0006453,cat_005,sel_001678,30.09,748,72,4
prd_0006454,cat_004,sel_000741,507.6,13256,56,1
prd_0006455,cat_034,sel_000773,84.16,570,117,6
prd_0006456,cat_005,sel_000960,22.92,1170,62,2
prd_0006457,cat_023,sel_002441,91.52,621,118,5
prd_0006458,cat_012,sel_001182,36.53,1586,25,4
prd_0006459,cat_038,sel_000962,58.45,187,18,4
prd_0006460,cat_028,sel_001201,37.49,29856,99,7
prd_0006461,cat_002,sel_001794,16.65,344,102,1
prd_0006462,cat_037,sel_002206,134.52,377,80,3
prd_0006463,cat_014,sel_002470,94.48,432,27,1
prd_0006464,cat_011,sel_001251,24.1,951,54,6
prd_0006465,cat_025,sel_001182,101.11,489,70,3
prd_0006466,cat_028,sel_000824,47.9,16952,98,4
prd_0006467,cat_011,sel_001975,11.05,834,65,1
prd_0006468,cat_012,sel_001645,42.03,332,79,5
prd_0006469,cat_006,sel_000920,53.95,1384,40,2
prd_0006470,cat_023,sel_001331,99.01,314,12,1
prd_0006471,cat_040,sel_000529,24.0,519,89,7
prd_0006472,cat_014,sel_001735,101.97,1570,16,4
prd_0006473,cat_042,sel_000642,22.2,510,68,2
prd_0006474,cat_007,sel_000882,61.07,741,58,3
prd_0006475,cat_032,sel_000191,43.32,568,78,6
prd_0006476,cat_039,sel_000568,24.56,599,75,4
prd_0006477,cat_026,sel_000510,42.88,398,86,5
prd_0006478,cat_004,sel_001831,202.02,18814,19,3
prd_0006479,cat_011,sel_001735,13.62,1165,54,1
prd_0006480,cat_003,sel_001375,110.36,568,44,1
prd_0006481,cat_023,sel_000992,52.23,377,14,2
prd_0006482,cat_042,sel_002216,36.86,455,116,7
prd_0006483,cat_013,sel_002206,20.06,2566,38,1
prd_0006484,cat_006,sel_001549,86.99,827,17,1
prd_0006485,cat_009,sel_001654,59.01,443,29,1
prd_0006486,cat_022,sel_002017,81.09,5206,89,6
prd_0006487,cat_022,sel_001799,109.31,10538,92,7
prd_0006488,cat_008,sel_000585,22.02,244,33,4
prd_0006489,cat_031,sel_001291,76.41,703,37,7
prd_0006490,cat_003,sel_000400,258.86,1410,63,3
prd_0006491,cat_024,sel_002017,33.99,565,50,7
prd_0006492,cat_015,sel_001641,33.89,381,75,4
prd_0006493,cat_005,sel_002437,12.57,496,59,3
prd_0006494,cat_024,sel_000357,71.69,597,66,7
prd_0006495,cat_025,sel_001310,63.19,547,101,1
prd_0006496,cat_016,sel_001802,44.77,850,82,1
prd_0006497,cat_032,sel_002154,77.77,347,102,6
prd_0006498,cat_019,sel_002116,67.17,298,35,7
prd_0006499,cat_010,sel_000522,32.33,220,34,2
prd_0006500,cat_040,sel_002445,20.09,643,64,5
prd_0006501,cat_039,sel_002442,13.38,875,54,2
prd_0006502,cat_004,sel_002419,288.73,8342,101,2
prd_0006503,cat_040,sel_001558,8.34,319,36,4
prd_0006504,cat_032,sel_002068,15.63,1542,58,7
prd_0006505,cat_004,sel_000215,202.68,28409,117,1
prd_0006506,cat_019,sel_000650,56.59,1168,46,7
prd_0006507,cat_002,sel_000259,8.5,714,68,1
prd_0006508,cat_023,sel_001296,58.4,853,61,7
prd_0006509,cat_039,sel_002410,15.57,519,10,4
prd_0006510,cat_013,sel_001626,19.11,1962,33,6
prd_0006511,cat_019,sel_001186,94.81,301,19,5
prd_0006512,cat_008,sel_002017,75.93,600,113,6
prd_0006513,cat_020,sel_001414,84.98,7940,104,5
prd_0006514,cat_033,sel_001173,12.53,551,37,2
prd_0006515,cat_008,sel_001581,47.43,813,53,1
prd_0006516,cat_021,sel_001316,56.8,1912,104,6
prd_0006517,cat_012,sel_001607,27.24,698,109,1
prd_0006518,cat_031,sel_002017,30.41,882,72,6
prd_0006519,cat_027,sel_001188,8.98,6808,82,2
prd_0006520,cat_027,sel_001069,13.21,4036,118,5
prd_0006521,cat_013,sel_001431,23.24,10548,68,3
prd_0006522,cat_023,sel_002254,142.39,533,42,7
prd_0006523,cat_024,sel_001072,104.09,1163,99,6
prd_0006524,cat_025,sel_002107,78.11,802,105,4
prd_0006525,cat_022,sel_001558,121.88,2001,90,1
prd_0006526,cat_036,sel_000040,30.56,1216,98,3
prd_0006527,cat_009,sel_001219,68.49,379,74,2
prd_0006528,cat_002,sel_000541,33.7,529,75,6
prd_0006529,cat_040,sel_000395,18.89,928,19,6
prd_0006530,cat_002,sel_000606,21.09,413,24,3
prd_0006531,cat_038,sel_001779,54.67,579,98,3
prd_0006532,cat_023,sel_001576,76.87,833,114,5
prd_0006533,cat_039,sel_001374,17.64,397,101,4
prd_0006534,cat_022,sel_001273,69.91,4443,87,4
prd_0006535,cat_034,sel_000997,114.69,502,108,1
prd_0006536,cat_028,sel_002210,110.31,48578,68,7
prd_0006537,cat_019,sel_002321,70.71,1314,21,3
prd_0006538,cat_013,sel_001929,22.82,2307,39,3
prd_0006539,cat_001,sel_000734,35.85,623,116,3
prd_0006540,cat_009,sel_002271,52.43,461,104,7
prd_0006541,cat_040,sel_002035,20.76,609,58,7
prd_0006542,cat_010,sel_000331,36.23,1451,19,7
prd_0006543,cat_031,sel_000862,38.34,725,33,4
prd_0006544,cat_019,sel_000818,90.94,452,95,3
prd_0006545,cat_011,sel_001813,23.6,302,88,1
prd_0006546,cat_041,sel_001344,56.16,988,103,4
prd_0006547,cat_002,sel_000673,18.72,476,95,6
prd_0006548,cat_023,sel_000605,42.57,407,95,5
prd_0006549,cat_016,sel_001172,134.75,698,10,7
prd_0006550,cat_003,sel_001671,95.94,2003,39,7
prd_0006551,cat_008,sel_001304,25.06,499,45,1
prd_0006552,cat_027,sel_000664,13.4,2181,79,3
prd_0006553,cat_004,sel_001560,143.1,29735,61,4
prd_0006554,cat_033,sel_002497,17.69,844,26,5
prd_0006555,cat_024,sel_000470,92.09,982,103,3
prd_0006556,cat_004,sel_001353,258.01,12548,50,5
prd_0006557,cat_010,sel_000958,72.95,396,12,5
prd_0006558,cat_005,sel_000565,31.7,459,99,4
prd_0006559,cat_032,sel_002181,67.35,280,92,1
prd_0006560,cat_019,sel_002388,30.11,507,113,2
prd_0006561,cat_001,sel_000885,46.37,428,112,2
prd_0006562,cat_020,sel_000878,62.99,4809,53,3
prd_0006563,cat_017,sel_000258,113.22,614,113,4
prd_0006564,cat_024,sel_001558,53.1,627,96,3
prd_0006565,cat_002,sel_000071,17.6,447,34,4
prd_0006566,cat_002,sel_001274,19.52,331,85,3
prd_0006567,cat_012,sel_000401,29.65,291,77,5
prd_0006568,cat_026,sel_001681,8.06,661,39,4
prd_0006569,cat_025,sel_002307,22.32,642,62,6
prd_0006570,cat_010,sel_000251,150.87,299,34,1
prd_0006571,cat_008,sel_001972,16.59,1224,77,6
prd_0006572,cat_025,sel_002066,31.18,910,63,6
prd_0006573,cat_001,sel_000468,31.47,360,70,6
prd_0006574,cat_021,sel_002289,15.93,2283,82,1
prd_0006575,cat_015,sel_001560,14.82,560,109,7
prd_0006576,cat_009,sel_001369,15.34,684,56,5
prd_0006577,cat_019,sel_001678,82.04,653,90,5
prd_0006578,cat_008,sel_000734,21.71,839,64,1
prd_0006579,cat_022,sel_000068,159.49,10475,70,6
prd_0006580,cat_005,sel_001129,17.25,696,33,7
prd_0006581,cat_014,sel_001860,67.25,783,119,7
prd_0006582,cat_019,sel_002280,58.64,1248,70,5
prd_0006583,cat_002,sel_001094,16.56,458,113,4
prd_0006584,cat_023,sel_000669,48.84,376,82,3
prd_0006585,cat_031,sel_000342,34.25,839,26,1
prd_0006586,cat_040,sel_002328,11.65,325,80,3
prd_0006587,cat_007,sel_000605,172.85,400,79,6
prd_0006588,cat_008,sel_002264,29.4,1273,98,7
prd_0006589,cat_011,sel_000486,6.76,254,112,1
prd_0006590,cat_037,sel_000049,95.04,698,13,2
prd_0006591,cat_014,sel_000583,45.07,291,102,3
prd_0006592,cat_011,sel_001265,18.37,736,76,4
prd_0006593,cat_031,sel_000878,43.49,1499,108,6
prd_0006594,cat_002,sel_002259,36.65,361,53,5
prd_0006595,cat_021,sel_001398,25.45,698,77,2
prd_0006596,cat_016,sel_000318,118.18,717,29,1
prd_0006597,cat_024,sel_001568,95.94,438,18,2
prd_0006598,cat_029,sel_000997,28.41,7296,15,2
prd_0006599,cat_011,sel_001701,20.39,720,11,6
prd_0006600,cat_024,sel_001991,49.54,795,60,1
prd_0006601,cat_019,sel_002456,41.75,798,43,3
prd_0006602,cat_005,sel_001483,10.38,591,43,6
prd_0006603,cat_037,sel_000932,122.41,746,77,4
prd_0006604,cat_031,sel_001104,161.28,546,109,1
prd_0006605,cat_039,sel_001036,13.77,508,111,2
prd_0006606,cat_028,sel_001152,62.22,29756,74,2
prd_0006607,cat_009,sel_000083,64.31,800,53,3
prd_0006608,cat_015,sel_000621,24.09,434,55,4
prd_0006609,cat_013,sel_002464,37.02,4453,78,6
prd_0006610,cat_002,sel_002305,50.38,476,109,7
prd_0006611,cat_014,sel_000136,49.45,415,68,7
prd_0006612,cat_012,sel_002438,98.44,1014,54,4
prd_0006613,cat_001,sel_002013,19.02,722,35,4
prd_0006614,cat_034,sel_000012,50.03,725,20,3
prd_0006615,cat_005,sel_002270,16.76,373,44,4
prd_0006616,cat_019,sel_002395,106.33,530,97,1
prd_0006617,cat_032,sel_001580,43.07,810,51,5
prd_0006618,cat_023,sel_002000,101.81,722,102,1
prd_0006619,cat_006,sel_000832,61.87,2162,94,2
prd_0006620,cat_023,sel_001465,134.28,669,96,6
prd_0006621,cat_031,sel_001820,62.34,430,83,6
prd_0006622,cat_034,sel_001435,154.16,482,12,3
prd_0006623,cat_011,sel_000758,12.74,390,62,7
prd_0006624,cat_002,sel_001626,17.11,434,89,4
prd_0006625,cat_023,sel_002087,73.0,630,119,2
prd_0006626,cat_008,sel_002083,23.93,475,93,7
prd_0006627,cat_032,sel_000344,28.69,1170,42,3
prd_0006628,cat_025,sel_001137,77.99,932,73,3
prd_0006629,cat_032,sel_000108,60.9,924,90,1
prd_0006630,cat_040,sel_001589,20.05,528,103,2
prd_0006631,cat_023,sel_000615,117.65,947,22,1
prd_0006632,cat_038,sel_002313,39.99,1000,112,4
prd_0006633,cat_024,sel_001558,58.44,1332,59,5
prd_0006634,cat_007,sel_001034,51.43,457,108,4
prd_0006635,cat_033,sel_001820,20.78,603,95,2
prd_0006636,cat_027,sel_000533,21.2,2404,67,1
prd_0006637,cat_041,sel_000258,67.82,2245,62,2
prd_0006638,cat_009,sel_000251,32.92,542,40,7
prd_0006639,cat_011,sel_001502,22.16,1135,74,3
prd_0006640,cat_034,sel_002215,147.75,648,42,2
prd_0006641,cat_002,sel_000578,11.94,931,62,5
prd_0006642,cat_024,sel_001918,39.95,595,36,4
prd_0006643,cat_019,sel_000104,37.04,951,34,3
prd_0006644,cat_006,sel_000892,74.0,688,109,3
prd_0006645,cat_006,sel_001642,40.31,1407,105,4
prd_0006646,cat_033,sel_002052,24.2,699,73,7
prd_0006647,cat_001,sel_002350,22.07,418,83,6
prd_0006648,cat_031,sel_001589,110.41,777,10,4
prd_0006649,cat_029,sel_001190,74.91,8037,91,1
prd_0006650,cat_024,sel_000165,48.54,366,115,5
prd_0006651,cat_014,sel_000697,56.49,725,114,2
prd_0006652,cat_002,sel_002291,26.72,440,15,7
prd_0006653,cat_033,sel_001502,12.07,533,86,4
prd_0006654,cat_005,sel_000865,30.38,612,62,1
prd_0006655,cat_010,sel_000628,35.7,217,17,2
prd_0006656,cat_040,sel_000306,27.43,483,96,3
prd_0006657,cat_011,sel_001892,17.16,952,79,7
prd_0006658,cat_009,sel_001063,44.18,545,38,5
prd_0006659,cat_040,sel_002329,13.99,231,65,1
prd_0006660,cat_003,sel_001163,291.14,1439,48,4
prd_0006661,cat_006,sel_002032,48.93,763,34,3
prd_0006662,cat_016,sel_000339,327.43,516,57,6
prd_0006663,cat_032,sel_000396,48.33,525,75,1
prd_0006664,cat_037,sel_000690,57.68,479,15,7
prd_0006665,cat_031,sel_000503,24.06,818,84,1
prd_0006666,cat_040,sel_002434,33.2,397,64,4
prd_0006667,cat_001,sel_002017,22.29,788,71,1
prd_0006668,cat_023,sel_000878,105.78,524,25,3
prd_0006669,cat_005,sel_001334,50.75,1122,26,3
prd_0006670,cat_038,sel_001364,88.78,470,69,5
prd_0006671,cat_039,sel_001549,23.03,344,79,3
prd_0006672,cat_011,sel_000286,32.55,817,79,7
prd_0006673,cat_034,sel_000879,111.17,767,12,3
prd_0006674,cat_024,sel_000247,39.48,737,62,7
prd_0006675,cat_004,sel_002281,571.26,22903,27,3
prd_0006676,cat_023,sel_001036,71.55,363,70,5
prd_0006677,cat_040,sel_001806,38.15,404,97,1
prd_0006678,cat_011,sel_002283,23.55,1160,115,3
prd_0006679,cat_001,sel_000771,41.58,745,63,5
prd_0006680,cat_041,sel_000251,33.51,477,64,3
prd_0006681,cat_014,sel_000842,32.69,248,74,3
prd_0006682,cat_015,sel_001678,39.4,322,15,4
prd_0006683,cat_028,sel_001282,87.63,18587,47,4
prd_0006684,cat_023,sel_000211,56.86,453,44,4
prd_0006685,cat_011,sel_000200,17.1,699,72,6
prd_0006686,cat_004,sel_001750,115.78,7577,27,4
prd_0006687,cat_034,sel_001836,72.19,460,14,7
prd_0006688,cat_017,sel_000295,30.31,319,47,2
prd_0006689,cat_025,sel_002017,82.87,486,12,7
prd_0006690,cat_035,sel_000873,23.02,1976,87,3
prd_0006691,cat_001,sel_000192,24.49,1087,109,3
prd_0006692,cat_035,sel_000836,35.91,799,85,6
prd_0006693,cat_031,sel_001815,54.72,462,41,2
prd_0006694,cat_040,sel_001646,20.8,350,87,7
prd_0006695,cat_008,sel_001239,40.61,574,98,4
prd_0006696,cat_011,sel_000710,14.42,275,108,5
prd_0006697,cat_025,sel_001072,102.59,829,66,7
prd_0006698,cat_039,sel_000975,13.1,543,54,4
prd_0006699,cat_041,sel_001000,44.85,591,18,6
prd_0006700,cat_014,sel_001257,111.98,261,60,2
prd_0006701,cat_020,sel_001166,44.16,5126,16,4
prd_0006702,cat_006,sel_000280,30.54,532,52,2
prd_0006703,cat_027,sel_000741,10.64,2169,16,6
prd_0006704,cat_034,sel_000337,175.37,671,51,7
prd_0006705,cat_033,sel_001547,14.84,491,65,2
prd_0006706,cat_012,sel_001072,26.28,695,47,7
prd_0006707,cat_040,sel_001679,22.48,817,46,1
prd_0006708,cat_005,sel_000251,5.24,348,91,6
prd_0006709,cat_018,sel_000871,69.44,632,117,7
prd_0006710,cat_021,sel_000477,57.14,2090,38,6
prd_0006711,cat_019,sel_000259,46.79,1117,21,7
prd_0006712,cat_031,sel_001957,43.66,913,13,7
prd_0006713,cat_023,sel_000341,83.39,504,53,6
prd_0006714,cat_003,sel_000465,152.45,1212,64,2
prd_0006715,cat_007,sel_000932,68.82,646,11,3
prd_0006716,cat_019,sel_000741,91.96,342,64,2
prd_0006717,cat_027,sel_002282,32.64,2151,77,1
prd_0006718,cat_019,sel_002467,44.6,474,60,4
prd_0006719,cat_012,sel_001072,36.27,182,20,1
prd_0006720,cat_002,sel_000521,17.88,365,59,2
prd_0006721,cat_032,sel_001279,61.85,508,84,1
prd_0006722,cat_018,sel_001274,108.31,2380,64,6
prd_0006723,cat_020,sel_001197,66.19,3623,89,3
prd_0006724,cat_016,sel_000055,40.76,834,114,6
prd_0006725,cat_009,sel_000336,33.58,543,118,2
prd_0006726,cat_010,sel_000366,43.57,747,37,5
prd_0006727,cat_002,sel_000887,14.88,349,34,2
prd_0006728,cat_028,sel_001496,48.4,13851,29,5
prd_0006729,cat_009,sel_002188,54.39,1194,82,7
prd_0006730,cat_011,sel_000581,53.76,308,75,3
prd_0006731,cat_042,sel_001948,43.94,1259,43,2
prd_0006732,cat_013,sel_000588,36.68,3322,27,2
prd_0006733,cat_019,sel_000091,129.89,396,43,1
prd_0006734,cat_013,sel_001627,28.21,3089,26,6
prd_0006735,cat_010,sel_000553,27.28,1336,104,3
prd_0006736,cat_001,sel_002282,25.87,423,63,4
prd_0006737,cat_034,sel_002323,64.94,495,107,6
prd_0006738,cat_017,sel_000287,131.7,977,108,4
prd_0006739,cat_028,sel_000510,67.92,38018,39,4
prd_0006740,cat_040,sel_000541,17.32,1695,22,1
prd_0006741,cat_001,sel_002264,54.31,1074,75,5
prd_0006742,cat_025,sel_000224,56.03,423,24,3
prd_0006743,cat_005,sel_001890,22.88,1150,91,5
prd_0006744,cat_016,sel_000732,112.29,229,84,1
prd_0006745,cat_034,sel_001501,90.52,881,47,2
prd_0006746,cat_003,sel_000472,127.28,1081,65,7
prd_0006747,cat_041,sel_002017,54.05,808,26,6
prd_0006748,cat_022,sel_001678,89.92,13345,35,5
prd_0006749,cat_014,sel_000058,106.82,260,99,1
prd_0006750,cat_001,sel_000612,21.43,951,49,5
prd_0006751,cat_023,sel_001198,133.37,913,67,5
prd_0006752,cat_018,sel_001358,170.87,834,99,6
prd_0006753,cat_008,sel_002054,45.0,367,40,7
prd_0006754,cat_018,sel_000991,102.46,573,64,6
prd_0006755,cat_001,sel_002299,39.95,370,13,1
prd_0006756,cat_042,sel_000508,71.08,743,22,3
prd_0006757,cat_011,sel_002129,4.41,312,104,1
prd_0006758,cat_017,sel_002254,36.82,482,99,2
prd_0006759,cat_032,sel_001573,48.7,822,58,7
prd_0006760,cat_028,sel_002419,64.03,20797,55,3
prd_0006761,cat_037,sel_001060,116.28,492,71,7
prd_0006762,cat_039,sel_001749,39.73,381,66,7
prd_0006763,cat_007,sel_000030,113.88,682,24,4
prd_0006764,cat_013,sel_000693,7.69,3733,28,5
prd_0006765,cat_026,sel_001448,18.26,415,19,2
prd_0006766,cat_002,sel_002182,32.4,437,75,2
prd_0006767,cat_028,sel_002370,59.37,32467,49,5
prd_0006768,cat_001,sel_001492,26.66,353,75,7
prd_0006769,cat_039,sel_002123,15.84,586,35,4
prd_0006770,cat_028,sel_002017,86.55,30501,49,2
prd_0006771,cat_022,sel_001959,101.85,5405,13,3
prd_0006772,cat_015,sel_000300,39.92,460,54,5
prd_0006773,cat_041,sel_001228,44.96,811,29,6
prd_0006774,cat_030,sel_001251,237.15,4043,114,1
prd_0006775,cat_033,sel_001997,24.27,829,81,2
prd_0006776,cat_034,sel_001510,84.77,666,69,2
prd_0006777,cat_001,sel_002036,43.22,294,37,6
prd_0006778,cat_002,sel_002385,25.42,1386,43,2
prd_0006779,cat_007,sel_001425,139.63,617,116,5
prd_0006780,cat_024,sel_002012,49.42,701,31,1
prd_0006781,cat_024,sel_001435,48.04,421,109,1
prd_0006782,cat_011,sel_001570,19.28,538,107,1
prd_0006783,cat_040,sel_001218,26.71,1082,48,3
prd_0006784,cat_004,sel_002394,398.34,22184,30,1
prd_0006785,cat_032,sel_002029,32.19,513,97,4
prd_0006786,cat_017,sel_001893,75.59,1287,108,2
prd_0006787,cat_014,sel_000822,48.78,362,29,4
prd_0006788,cat_001,sel_001251,32.94,258,111,5
prd_0006789,cat_029,sel_002143,59.78,3049,61,4
prd_0006790,cat_032,sel_002329,40.79,892,93,6
prd_0006791,cat_011,sel_002493,14.73,423,57,6
prd_0006792,cat_019,sel_001828,76.36,559,87,5
prd_0006793,cat_023,sel_001816,75.83,1037,106,4
prd_0006794,cat_013,sel_000260,12.27,4714,33,4
prd_0006795,cat_023,sel_001892,95.78,331,54,2
prd_0006796,cat_015,sel_000876,51.45,1351,69,4
prd_0006797,cat_037,sel_002149,124.6,518,27,5
prd_0006798,cat_028,sel_000035,65.06,29070,23,7
prd_0006799,cat_004,sel_002326,256.13,10502,86,3
prd_0006800,cat_033,sel_001247,20.68,343,100,5
prd_0006801,cat_011,sel_000335,17.67,673,80,2
prd_0006802,cat_039,sel_001543,20.93,291,73,1
prd_0006803,cat_023,sel_001735,111.33,575,45,7
prd_0006804,cat_002,sel_001976,17.86,1325,106,2
prd_0006805,cat_030,sel_001759,101.24,3639,91,5
prd_0006806,cat_005,sel_001421,25.58,664,63,2
prd_0006807,cat_037,sel_000235,101.15,346,80,3
prd_0006808,cat_040,sel_002143,20.39,582,96,6
prd_0006809,cat_027,sel_002448,10.04,2350,27,2
prd_0006810,cat_019,sel_001973,49.45,1234,72,1
prd_0006811,cat_023,sel_000096,52.94,473,32,3
prd_0006812,cat_015,sel_001905,23.51,405,49,6
prd_0006813,cat_003,sel_000681,107.09,1345,82,6
prd_0006814,cat_039,sel_002399,11.63,405,98,5
prd_0006815,cat_011,sel_000175,49.36,675,76,6
prd_0006816,cat_011,sel_000260,36.85,1491,110,6
prd_0006817,cat_007,sel_000479,99.07,602,13,4
prd_0006818,cat_041,sel_001896,36.52,378,33,4
prd_0006819,cat_039,sel_001634,45.02,554,38,6
prd_0006820,cat_012,sel_001808,93.65,317,90,5
prd_0006821,cat_009,sel_000894,40.08,2524,20,4
prd_0006822,cat_033,sel_002194,21.82,1476,32,1
prd_0006823,cat_015,sel_001137,28.17,1119,117,6
prd_0006824,cat_040,sel_000350,16.89,873,53,1
prd_0006825,cat_038,sel_001940,60.99,552,63,6
prd_0006826,cat_031,sel_001354,47.24,558,111,4
prd_0006827,cat_004,sel_001527,344.81,13434,65,4
prd_0006828,cat_027,sel_000987,18.77,11486,34,7
prd_0006829,cat_041,sel_001777,70.82,545,26,2
prd_0006830,cat_013,sel_000098,13.67,3016,44,3
prd_0006831,cat_037,sel_001261,130.7,569,61,6
prd_0006832,cat_014,sel_001086,39.89,776,78,7
prd_0006833,cat_040,sel_001873,21.21,105,116,6
prd_0006834,cat_024,sel_000672,111.44,730,59,5
prd_0006835,cat_004,sel_000606,405.13,4207,105,4
prd_0006836,cat_017,sel_000793,46.14,1252,11,7
prd_0006837,cat_002,sel_001236,21.31,253,62,5
prd_0006838,cat_014,sel_000539,136.11,401,52,4
prd_0006839,cat_039,sel_001716,15.16,230,106,4
prd_0006840,cat_008,sel_000830,45.35,1476,114,3
prd_0006841,cat_040,sel_001072,29.43,596,56,1
prd_0006842,cat_004,sel_001431,263.36,45665,114,6
prd_0006843,cat_025,sel_000961,143.38,1621,77,6
prd_0006844,cat_040,sel_001757,48.46,1120,57,1
prd_0006845,cat_024,sel_001647,114.02,297,52,4
prd_0006846,cat_038,sel_001908,107.6,651,11,3
prd_0006847,cat_041,sel_001342,17.03,1188,84,7
prd_0006848,cat_024,sel_000934,38.46,728,51,6
prd_0006849,cat_032,sel_000521,43.46,498,87,1
prd_0006850,cat_002,sel_001118,13.94,715,52,3
prd_0006851,cat_015,sel_002174,40.52,750,21,7
prd_0006852,cat_010,sel_000325,11.09,286,109,5
prd_0006853,cat_034,sel_000554,102.31,451,108,1
prd_0006854,cat_025,sel_001669,60.67,831,45,3
prd_0006855,cat_023,sel_001476,57.24,929,37,1
prd_0006856,cat_039,sel_002277,46.67,677,75,2
prd_0006857,cat_003,sel_000079,116.24,1223,93,3
prd_0006858,cat_040,sel_002191,9.21,545,63,7
prd_0006859,cat_004,sel_001804,385.21,10287,113,2
prd_0006860,cat_012,sel_001967,53.57,569,65,4
prd_0006861,cat_024,sel_000967,64.44,917,42,5
prd_0006862,cat_011,sel_000767,53.99,2020,87,6
prd_0006863,cat_025,sel_000045,72.18,328,117,5
prd_0006864,cat_032,sel_001997,71.27,1130,83,1
prd_0006865,cat_034,sel_000426,89.53,726,95,6
prd_0006866,cat_007,sel_000588,154.92,269,119,7
prd_0006867,cat_007,sel_000701,75.36,571,90,6
prd_0006868,cat_002,sel_002164,11.62,547,104,2
prd_0006869,cat_018,sel_000732,150.6,599,21,3
prd_0006870,cat_005,sel_001081,20.42,1013,28,1
prd_0006871,cat_011,sel_001876,26.81,1610,60,6
prd_0006872,cat_034,sel_002224,58.66,1146,95,2
prd_0006873,cat_040,sel_002011,23.66,667,62,7
prd_0006874,cat_034,sel_001370,37.78,705,102,5
prd_0006875,cat_001,sel_000008,19.6,1696,108,3
prd_0006876,cat_022,sel_000413,86.95,2944,44,4
prd_0006877,cat_006,sel_000646,69.84,1116,63,3
prd_0006878,cat_013,sel_001067,15.8,2253,92,1
prd_0006879,cat_015,sel_000916,16.48,279,52,2
prd_0006880,cat_039,sel_001323,15.33,822,15,4
prd_0006881,cat_024,sel_001063,91.23,261,56,7
prd_0006882,cat_009,sel_001804,59.32,493,90,2
prd_0006883,cat_024,sel_000146,49.84,1192,116,7
prd_0006884,cat_040,sel_002482,27.81,379,33,2
prd_0006885,cat_002,sel_002096,37.92,1473,77,5
prd_0006886,cat_034,sel_000839,116.54,194,76,7
prd_0006887,cat_008,sel_001021,12.44,1011,64,1
prd_0006888,cat_006,sel_002405,62.17,300,105,3
prd_0006889,cat_038,sel_002329,61.64,544,94,4
prd_0006890,cat_001,sel_001012,9.73,668,15,4
prd_0006891,cat_031,sel_000163,27.47,521,40,7
prd_0006892,cat_003,sel_002465,191.3,1318,13,3
prd_0006893,cat_023,sel_001642,79.42,290,104,1
prd_0006894,cat_023,sel_001735,75.75,1217,66,5
prd_0006895,cat_036,sel_000692,19.13,324,78,3
prd_0006896,cat_034,sel_002034,126.0,324,33,2
prd_0006897,cat_026,sel_001431,9.61,571,39,1
prd_0006898,cat_013,sel_001201,13.18,2823,39,3
prd_0006899,cat_006,sel_001849,48.43,912,20,7
prd_0006900,cat_024,sel_000948,35.07,459,54,1
prd_0006901,cat_018,sel_001091,71.76,599,65,5
prd_0006902,cat_003,sel_001637,215.28,1588,90,2
prd_0006903,cat_040,sel_001603,13.04,976,93,5
prd_0006904,cat_011,sel_002419,26.63,460,50,7
prd_0006905,cat_001,sel_001438,32.37,260,46,3
prd_0006906,cat_038,sel_000795,60.91,400,11,3
prd_0006907,cat_022,sel_000732,63.05,8829,115,3
prd_0006908,cat_029,sel_001367,54.07,9520,29,5
prd_0006909,cat_006,sel_000325,21.61,498,68,6
prd_0006910,cat_014,sel_001510,51.01,618,74,3
prd_0006911,cat_024,sel_001001,77.75,525,103,1
prd_0006912,cat_009,sel_000887,82.7,889,23,4
prd_0006913,cat_027,sel_000505,15.9,4143,23,5
prd_0006914,cat_008,sel_001273,26.73,521,119,4
prd_0006915,cat_008,sel_000104,25.79,949,69,4
prd_0006916,cat_001,sel_001549,19.7,1080,29,5
prd_0006917,cat_010,sel_000726,52.9,378,117,3
prd_0006918,cat_009,sel_002254,65.46,382,87,6
prd_0006919,cat_032,sel_001348,44.7,1993,57,5
prd_0006920,cat_022,sel_001978,158.53,6837,32,1
prd_0006921,cat_007,sel_002110,87.48,1382,95,1
prd_0006922,cat_022,sel_002193,65.48,7811,95,7
prd_0006923,cat_008,sel_002166,21.32,754,87,4
prd_0006924,cat_015,sel_000587,40.08,206,93,6
prd_0006925,cat_037,sel_000754,45.58,325,47,4
